"sample.depths","sample.ages","Pinus.Strobus","Pinus.banksiana.P..resinosa","Picea","Abies","Tsuga","Larix","Juniperus.Thuja","Quercus","Fagus","Carya","Juglans.cinerea","Juglans.nigra","Acer.saccharum","Betula","Fraxinus.nigra","Fraxinus.pennsylvanica.F..americana.type","Salix","Tilia","Ostrya.Carpinus","Ulmus","Platanus","Alnus","Ericaceae","Corylus","Myrica","Ilex.Nemopanthus","Cyperaceae","Poaceae","Chenopodiaceae.Amaranthaceae","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Artemisia","Rumex","Vitis","Populus","Acer.rubrum","Liquidambar","Other.shrubs","Ephedra","Polygonum","Thalictrum","Other.herbs"
1,17,0.141491395793499,0.44359464627151,0.0229445506692161,0.00573613766730402,0.017208413001912,0,0.00382409177820268,0.017208413001912,0.00191204588910134,0,0,0,0.0095602294455067,0.147227533460803,0.00191204588910134,0,0.00191204588910134,0,0.0095602294455067,0.0133843212237094,0,0.0305927342256214,0.00191204588910134,0.00382409177820268,0.00191204588910134,0,0.0210325047801147,0.0210325047801147,0.00382409177820268,0.0630975143403442,0.00191204588910134,0.00191204588910134,0.0095602294455067,0.00191204588910134,0,0,0,0,0,0,0,0
5,201,0.166666666666667,0.410852713178295,0.0271317829457364,0.00775193798449612,0.0135658914728682,0,0.0116279069767442,0.0232558139534884,0.0135658914728682,0.00387596899224806,0,0,0.00193798449612403,0.131782945736434,0,0,0.00193798449612403,0.00193798449612403,0.0116279069767442,0.0116279069767442,0,0.0155038759689922,0,0.00387596899224806,0,0,0.0174418604651163,0.0213178294573643,0.00387596899224806,0.0697674418604651,0.00968992248062015,0.00775193798449612,0.00968992248062015,0,0,0,0,0,0.00193798449612403,0,0,0
10,430,0.214859437751004,0.365461847389558,0.0261044176706827,0.0120481927710843,0.0281124497991968,0.00401606425702811,0.00602409638554217,0.0301204819277108,0.00602409638554217,0,0,0,0.00803212851405622,0.132530120481928,0,0,0.00401606425702811,0.00200803212851406,0.0140562248995984,0.00602409638554217,0,0.0180722891566265,0.0120481927710843,0,0,0,0.00803212851405622,0.0261044176706827,0,0.0602409638554217,0.00401606425702811,0.00803212851405622,0.00401606425702811,0,0,0,0,0,0,0,0,0
15,660,0.285714285714286,0.307692307692308,0.021978021978022,0.00915750915750916,0.0293040293040293,0,0.00183150183150183,0.043956043956044,0.0183150183150183,0.00183150183150183,0,0,0.00183150183150183,0.157509157509158,0,0.00366300366300366,0,0,0.00915750915750916,0.00732600732600733,0.00183150183150183,0.010989010989011,0,0.00183150183150183,0.00183150183150183,0,0.0366300366300366,0.00915750915750916,0.00183150183150183,0.0183150183150183,0.00549450549450549,0.00915750915750916,0,0,0.00183150183150183,0.00183150183150183,0,0,0,0,0,0
20,890,0.298412698412698,0.363492063492063,0.026984126984127,0.00476190476190476,0.0206349206349206,0,0.00158730158730159,0.0365079365079365,0.0142857142857143,0,0,0,0.00634920634920635,0.134920634920635,0.00634920634920635,0,0.00158730158730159,0,0.0126984126984127,0.0111111111111111,0,0.0206349206349206,0,0.00158730158730159,0,0,0.0126984126984127,0.00952380952380952,0.00158730158730159,0.00793650793650794,0,0.00317460317460317,0,0,0,0,0.00158730158730159,0.00158730158730159,0,0,0,0
24,1074,0.314332247557003,0.384364820846906,0.0130293159609121,0.00651465798045603,0.0228013029315961,0.00325732899022801,0.00325732899022801,0.0423452768729642,0.0162866449511401,0.00488599348534202,0,0,0.00814332247557003,0.107491856677524,0.00325732899022801,0,0,0.00162866449511401,0.00488599348534202,0.00977198697068404,0,0.0162866449511401,0,0.00162866449511401,0.00488599348534202,0,0.00651465798045603,0.011400651465798,0,0.00651465798045603,0,0.00488599348534202,0,0,0,0,0,0,0.00162866449511401,0,0,0
26,1165,0.32,0.332903225806452,0.0270967741935484,0.00258064516129032,0.0270967741935484,0,0,0.0361290322580645,0.0141935483870968,0.00129032258064516,0,0,0.0103225806451613,0.132903225806452,0.00258064516129032,0.00258064516129032,0.00129032258064516,0.00129032258064516,0.00903225806451613,0.00903225806451613,0.00129032258064516,0.0129032258064516,0.00258064516129032,0.00516129032258065,0.00258064516129032,0,0.00903225806451613,0.0206451612903226,0.00129032258064516,0.00516129032258065,0.00258064516129032,0.0064516129032258,0,0,0,0,0,0,0,0,0,0
29,1303,0.29249617151608,0.358346094946401,0.0367534456355283,0.00612557427258806,0.0245022970903522,0.00153139356814701,0.0122511485451761,0.0153139356814701,0.0199081163859112,0.00153139356814701,0,0,0.00765696784073507,0.153139356814701,0.00612557427258806,0.00153139356814701,0,0,0.0122511485451761,0.00612557427258806,0.00153139356814701,0.0153139356814701,0,0,0,0,0.00918836140888208,0.0107197549770291,0,0.00612557427258806,0,0.00153139356814701,0,0,0,0,0,0,0,0,0,0
39,1763,0.215827338129496,0.48021582733813,0.0143884892086331,0.00359712230215827,0.0305755395683453,0,0.00719424460431655,0.0179856115107914,0.012589928057554,0.00179856115107914,0,0,0.0107913669064748,0.134892086330935,0.00179856115107914,0,0.00179856115107914,0,0.00539568345323741,0.00719424460431655,0.00179856115107914,0.0161870503597122,0,0,0.00179856115107914,0,0.0107913669064748,0.012589928057554,0,0.00719424460431655,0,0.00179856115107914,0,0,0.00179856115107914,0,0,0,0,0,0,0
44,1992,0.301109350237718,0.38351822503962,0.0158478605388273,0.00792393026941363,0.0190174326465927,0.00316957210776545,0.0126782884310618,0.0316957210776545,0.0063391442155309,0,0,0,0.0126782884310618,0.12202852614897,0.00475435816164818,0,0,0.00158478605388273,0.0110935023771791,0.00475435816164818,0,0.00950871632329636,0.00158478605388273,0.00158478605388273,0.00158478605388273,0,0.01743264659271,0.0126782884310618,0,0.0063391442155309,0.00158478605388273,0.00475435816164818,0,0,0,0,0.00158478605388273,0,0,0.00158478605388273,0.00158478605388273,0
49,2222,0.304212168486739,0.419656786271451,0.0234009360374415,0.0062402496099844,0.0265210608424337,0,0.0015600624024961,0.0187207488299532,0.0109204368174727,0,0,0,0.0046801872074883,0.104524180967239,0,0.0015600624024961,0.0015600624024961,0,0.0202808112324493,0.0078003120124805,0.0015600624024961,0.0109204368174727,0,0.0015600624024961,0.0015600624024961,0,0.0078003120124805,0.015600624024961,0,0.0031201248049922,0.0031201248049922,0.0031201248049922,0,0,0,0,0,0,0,0,0,0
59,2681,0.409012131715771,0.270363951473137,0.0346620450606586,0.00693240901213172,0.0259965337954939,0.00693240901213172,0.00519930675909879,0.0207972270363951,0.0121317157712305,0.00519930675909879,0,0,0,0.117850953206239,0.00173310225303293,0.00173310225303293,0,0,0.00519930675909879,0.00519930675909879,0.00346620450606586,0.024263431542461,0,0.00519930675909879,0.00346620450606586,0,0.00693240901213172,0.00346620450606586,0,0.0121317157712305,0.00173310225303293,0.00693240901213172,0,0,0.00173310225303293,0,0,0,0,0,0,0.00173310225303293
64,2911,0.282809611829945,0.390018484288355,0.022181146025878,0.00369685767097967,0.0203327171903882,0.0055452865064695,0.0129390018484288,0.0314232902033272,0.0147874306839187,0.00184842883548983,0,0,0.00739371534195933,0.118299445471349,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00184842883548983,0.00739371534195933,0.00924214417744917,0,0.0184842883548983,0.00184842883548983,0.00369685767097967,0,0,0.00739371534195933,0.00924214417744917,0.00184842883548983,0.011090573012939,0,0.00924214417744917,0,0,0.00184842883548983,0,0,0,0,0,0,0
69,3048,0.350785340314136,0.336387434554974,0.0261780104712042,0.00130890052356021,0.0157068062827225,0.00130890052356021,0.00523560209424084,0.0418848167539267,0.00523560209424084,0.00130890052356021,0,0,0.00654450261780105,0.137434554973822,0.00130890052356021,0,0,0,0.00523560209424084,0.00785340314136126,0.00130890052356021,0.0143979057591623,0.00130890052356021,0,0,0,0.00916230366492147,0.0104712041884817,0.00130890052356021,0.0104712041884817,0,0.00654450261780105,0,0,0,0,0,0.00130890052356021,0,0,0,0
74,3161,0.429936305732484,0.262738853503185,0.00955414012738853,0.00636942675159236,0.00796178343949045,0,0.00159235668789809,0.0461783439490446,0.00477707006369427,0,0,0,0.00636942675159236,0.119426751592357,0.00955414012738853,0,0.00159235668789809,0,0.0111464968152866,0.00636942675159236,0,0.0238853503184713,0,0.00159235668789809,0,0.00159235668789809,0.0127388535031847,0.017515923566879,0.00318471337579618,0.0127388535031847,0.00159235668789809,0.00159235668789809,0,0,0,0,0,0,0,0,0,0
79,3275,0.368836291913215,0.27810650887574,0.0157790927021696,0.0118343195266272,0.00788954635108481,0.0019723865877712,0.00591715976331361,0.0374753451676529,0.00986193293885602,0,0,0,0.00986193293885602,0.16370808678501,0.00394477317554241,0,0.00394477317554241,0.0019723865877712,0.0157790927021696,0.00591715976331361,0.0019723865877712,0.0177514792899408,0.0019723865877712,0.0019723865877712,0.0019723865877712,0,0.00788954635108481,0.0019723865877712,0.0019723865877712,0.0157790927021696,0,0.00394477317554241,0,0,0,0,0,0,0,0,0,0
89,3502,0.394484412470024,0.28537170263789,0.0227817745803357,0.00239808153477218,0.013189448441247,0,0,0.0443645083932854,0.00599520383693046,0,0.00119904076738609,0,0.0107913669064748,0.146282973621103,0.00359712230215827,0,0.00119904076738609,0,0.00479616306954436,0.00479616306954436,0.00119904076738609,0.0155875299760192,0,0.00359712230215827,0,0,0.00959232613908873,0.013189448441247,0.00119904076738609,0.00839328537170264,0.00359712230215827,0.00239808153477218,0,0,0,0,0,0,0,0,0,0
99,3729,0.385448916408669,0.291021671826625,0.0247678018575851,0.00309597523219814,0.00619195046439629,0,0.00928792569659443,0.0495356037151703,0.00464396284829721,0.00309597523219814,0,0,0.00464396284829721,0.134674922600619,0.00309597523219814,0,0.00309597523219814,0,0.0123839009287926,0.00464396284829721,0,0.0247678018575851,0,0,0,0,0.0170278637770898,0.00773993808049536,0,0.00464396284829721,0.00154798761609907,0.00464396284829721,0,0,0,0,0,0,0,0,0,0
110,3979,0.3453125,0.346875,0.0203125,0.003125,0.0125,0.0015625,0,0.0453125,0.003125,0.00625,0,0,0.0078125,0.115625,0.00625,0,0.0015625,0,0.0078125,0.0078125,0,0.0171875,0.0015625,0.003125,0,0,0.0171875,0.015625,0,0.003125,0.003125,0.0046875,0,0,0,0,0,0,0,0.0015625,0,0.0015625
120,4206,0.341750841750842,0.385521885521886,0.0185185185185185,0.00673400673400673,0.0202020202020202,0.00168350168350168,0.00168350168350168,0.0336700336700337,0.00841750841750842,0.00336700336700337,0,0.00168350168350168,0.00505050505050505,0.0925925925925926,0.00505050505050505,0,0,0.00168350168350168,0.0101010101010101,0.0185185185185185,0.00336700336700337,0.0117845117845118,0,0,0,0,0.0117845117845118,0.00505050505050505,0.00168350168350168,0.00673400673400673,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0
129,4410,0.382059800664452,0.367109634551495,0.0182724252491694,0.00332225913621262,0.00332225913621262,0,0.00996677740863787,0.0382059800664452,0.00498338870431894,0,0,0,0.0132890365448505,0.0980066445182724,0.00166112956810631,0,0,0.00332225913621262,0.00664451827242525,0.00830564784053156,0,0.0132890365448505,0,0,0,0,0.00830564784053156,0.00332225913621262,0,0.00664451827242525,0.00166112956810631,0.00332225913621262,0,0,0,0.00166112956810631,0,0,0.00166112956810631,0,0.00166112956810631,0
139,4638,0.341197822141561,0.370235934664247,0.0217785843920145,0.00362976406533575,0.0072595281306715,0,0.0127041742286751,0.0490018148820327,0.0072595281306715,0,0,0,0.0072595281306715,0.0834845735027223,0.00544464609800363,0,0,0.00181488203266788,0.0108892921960073,0.0108892921960073,0,0.0235934664246824,0,0.00181488203266788,0,0,0.0163339382940109,0.0127041742286751,0,0.00907441016333938,0,0.00362976406533575,0,0,0,0,0,0,0,0,0,0
144,4751,0.414357682619647,0.288413098236776,0.017632241813602,0.00503778337531486,0.00503778337531486,0,0.00125944584382872,0.0377833753148615,0.00629722921914358,0.00251889168765743,0,0,0.008816120906801,0.105793450881612,0.008816120906801,0.00125944584382872,0.00125944584382872,0,0.008816120906801,0.0125944584382872,0,0.0138539042821159,0,0.00251889168765743,0,0.00125944584382872,0.0214105793450882,0.0138539042821159,0.00125944584382872,0.0138539042821159,0.00125944584382872,0.00503778337531486,0,0,0,0,0,0,0,0,0,0
154,4978,0.294975688816856,0.442463533225284,0.00648298217179903,0.00486223662884927,0.0129659643435981,0,0.0162074554294976,0.0437601296596434,0.00162074554294976,0.00162074554294976,0.00162074554294976,0,0.00972447325769854,0.0696920583468395,0.00162074554294976,0.00162074554294976,0.00162074554294976,0,0.00810372771474878,0.0178282009724473,0.00162074554294976,0.0113452188006483,0.00162074554294976,0,0.00324149108589951,0,0.00648298217179903,0.0129659643435981,0,0.0145867098865478,0.00324149108589951,0.00810372771474878,0,0,0,0,0,0,0,0,0,0
159,5092,0.261595547309833,0.426716141001855,0.012987012987013,0,0.0185528756957328,0,0.012987012987013,0.0575139146567718,0.00556586270871985,0,0.00185528756957328,0,0.00742115027829314,0.090909090909091,0.00371057513914657,0.00185528756957328,0.00185528756957328,0,0.012987012987013,0.00556586270871985,0.00185528756957328,0.0315398886827458,0,0,0,0,0.00927643784786642,0.00371057513914657,0,0.0222634508348794,0,0.00742115027829314,0,0,0,0,0,0.00185528756957328,0,0,0,0
169,5319,0.330232558139535,0.387596899224806,0.0217054263565891,0.00155038759689922,0.0294573643410853,0,0.00465116279069767,0.0542635658914729,0.00155038759689922,0.00465116279069767,0,0,0.00465116279069767,0.0573643410852713,0,0,0.00310077519379845,0.00155038759689922,0.0062015503875969,0.0201550387596899,0,0.0108527131782946,0,0.00155038759689922,0.00310077519379845,0,0.00930232558139535,0.0124031007751938,0.00465116279069767,0.0217054263565891,0.00155038759689922,0.0062015503875969,0,0,0,0,0,0,0,0,0,0
174,5432,0.376344086021505,0.360215053763441,0.014336917562724,0.003584229390681,0.0232974910394265,0.003584229390681,0.0089605734767025,0.043010752688172,0.0017921146953405,0,0,0,0,0.0537634408602151,0.00537634408602151,0.0017921146953405,0.0017921146953405,0,0.017921146953405,0.0197132616487455,0.0017921146953405,0.0161290322580645,0,0.00537634408602151,0,0,0.010752688172043,0.0017921146953405,0.0017921146953405,0.0125448028673835,0.0017921146953405,0.0125448028673835,0,0,0,0,0,0,0,0,0,0
179,5546,0.322701688555347,0.378986866791745,0.0337711069418387,0,0.0187617260787993,0,0.00938086303939963,0.073170731707317,0.00187617260787992,0,0,0,0.00562851782363977,0.0412757973733583,0.00375234521575985,0.00375234521575985,0,0.00187617260787992,0.0187617260787993,0.026266416510319,0.00187617260787992,0.0131332082551595,0,0,0,0,0.00938086303939963,0.00562851782363977,0.00562851782363977,0.0112570356472795,0,0.0112570356472795,0,0,0,0,0,0,0,0,0.00187617260787992,0
184,5660,0.423280423280423,0.361552028218695,0.0299823633156966,0,0.0141093474426808,0.0017636684303351,0.0017636684303351,0.0476190476190476,0,0.0017636684303351,0.0017636684303351,0,0.00352733686067019,0.0423280423280423,0.00529100529100529,0,0,0,0.0123456790123457,0.0158730158730159,0.0017636684303351,0.00705467372134039,0,0,0,0,0.00881834215167548,0,0,0.017636684303351,0,0.0017636684303351,0,0,0,0,0,0,0,0,0,0
189,5773,0.370429252782194,0.4181240063593,0.0222575516693164,0,0.014308426073132,0,0.00794912559618442,0.0476947535771065,0,0.00158982511923688,0,0,0.00476947535771065,0.0365659777424483,0.00317965023847377,0,0.00158982511923688,0,0.0111287758346582,0.014308426073132,0,0.0127186009538951,0,0.00317965023847377,0,0,0.00476947535771065,0.00794912559618442,0,0.00794912559618442,0.00476947535771065,0.00476947535771065,0,0,0,0,0,0,0,0,0,0
194,5887,0.372352285395764,0.420289855072464,0.00780379041248606,0.00111482720178372,0.00445930880713489,0,0,0.0479375696767001,0.00445930880713489,0.00111482720178372,0.00111482720178372,0,0,0.0390189520624303,0.012263099219621,0.00222965440356745,0.00111482720178372,0,0.012263099219621,0.0245261984392419,0.00222965440356745,0.00891861761426979,0,0.00334448160535117,0,0,0.00780379041248606,0.00780379041248606,0.00222965440356745,0.00557413600891862,0.00111482720178372,0.00668896321070234,0,0,0,0,0,0,0,0,0,0.00222965440356745
199,6075,0.398481973434535,0.368121442125237,0.00379506641366224,0,0.0094876660341556,0.00189753320683112,0.0113851992409867,0.0303605313092979,0.00569259962049336,0.00189753320683112,0,0,0.00759013282732448,0.0493358633776091,0.00379506641366224,0,0,0,0.0132827324478178,0.0189753320683112,0.00379506641366224,0.0170777988614801,0,0,0,0,0.0113851992409867,0.00759013282732448,0.00569259962049336,0.0170777988614801,0.00189753320683112,0.0094876660341556,0,0,0,0.00189753320683112,0,0,0,0,0,0
209,6489,0.435754189944134,0.290502793296089,0.0186219739292365,0.0037243947858473,0.00558659217877095,0,0.00931098696461825,0.0577281191806331,0.0037243947858473,0.0037243947858473,0,0,0.00558659217877095,0.0633147113594041,0,0.00186219739292365,0,0,0.0074487895716946,0.0391061452513966,0.00186219739292365,0.00931098696461825,0.00186219739292365,0,0,0,0.00558659217877095,0.0130353817504655,0,0.0111731843575419,0,0.0111731843575419,0,0,0,0,0,0,0,0,0,0
220,6945,0.422131147540984,0.331967213114754,0.00409836065573771,0,0.00409836065573771,0.00204918032786885,0.0163934426229508,0.0573770491803279,0.00204918032786885,0.00204918032786885,0,0,0,0.055327868852459,0.00819672131147541,0,0,0,0.00819672131147541,0.0266393442622951,0,0.0204918032786885,0,0.00204918032786885,0,0,0.00614754098360656,0.0102459016393443,0,0.014344262295082,0.00204918032786885,0.00204918032786885,0,0,0,0,0,0.00204918032786885,0,0,0,0
224,7110,0.431654676258993,0.287769784172662,0.0107913669064748,0.00719424460431655,0.00179856115107914,0.00179856115107914,0.00719424460431655,0.0575539568345324,0,0.00179856115107914,0,0,0.00719424460431655,0.0827338129496403,0.00359712230215827,0,0,0,0.0215827338129496,0.0233812949640288,0.00179856115107914,0.012589928057554,0,0.00359712230215827,0.00179856115107914,0,0.00719424460431655,0.00719424460431655,0,0.0107913669064748,0.00179856115107914,0.00719424460431655,0,0,0,0,0,0,0,0,0,0
234,7524,0.441121495327103,0.319626168224299,0.0224299065420561,0,0,0,0.00560747663551402,0.0467289719626168,0.00560747663551402,0.00186915887850467,0,0,0.00560747663551402,0.0467289719626168,0.00560747663551402,0,0.00186915887850467,0,0.0130841121495327,0.0411214953271028,0,0.00747663551401869,0,0.00186915887850467,0.00186915887850467,0,0.00186915887850467,0.00747663551401869,0,0.0130841121495327,0.00186915887850467,0.00747663551401869,0,0,0,0,0,0,0,0,0,0
239,7731,0.418867924528302,0.290566037735849,0.0283018867924528,0.00377358490566038,0.00377358490566038,0,0.00943396226415094,0.0471698113207547,0.00377358490566038,0.00377358490566038,0,0,0.00566037735849057,0.0566037735849057,0.00377358490566038,0,0.00188679245283019,0.00188679245283019,0.0226415094339623,0.0264150943396226,0.00188679245283019,0.0113207547169811,0,0.00566037735849057,0,0,0.0188679245283019,0.00754716981132075,0.00754716981132075,0.0113207547169811,0.00188679245283019,0.00566037735849057,0,0,0,0,0,0,0,0,0,0
244,7938,0.515046296296296,0.253472222222222,0.0127314814814815,0.00115740740740741,0,0,0,0.0497685185185185,0.00347222222222222,0.00462962962962963,0.00115740740740741,0.00115740740740741,0.00115740740740741,0.0555555555555556,0.00462962962962963,0.00231481481481481,0,0,0.0219907407407407,0.0208333333333333,0.00115740740740741,0.00231481481481481,0,0.00231481481481481,0,0,0.00694444444444444,0.0138888888888889,0.00925925925925926,0.00578703703703704,0.00231481481481481,0.00694444444444444,0,0,0,0,0,0,0,0,0,0
249,8145,0.472627737226277,0.328467153284672,0.0072992700729927,0.00364963503649635,0,0.00547445255474453,0.0072992700729927,0.041970802919708,0,0,0,0,0,0.0492700729927007,0.00182481751824818,0.0072992700729927,0,0,0.00912408759124088,0.0237226277372263,0.00182481751824818,0.00912408759124088,0,0,0,0,0.00182481751824818,0.0127737226277372,0,0.0127737226277372,0,0.00364963503649635,0,0,0,0,0,0,0,0,0,0
254,8352,0.421585160202361,0.344013490725126,0.0101180438448567,0,0,0,0.00674536256323777,0.0370994940978078,0.00168634064080944,0.00168634064080944,0,0,0.00337268128161889,0.075885328836425,0.00168634064080944,0,0,0,0.015177065767285,0.0219224283305228,0.00337268128161889,0.0118043844856661,0,0.00168634064080944,0,0,0.00337268128161889,0.0101180438448567,0.00337268128161889,0.0219224283305228,0,0.00337268128161889,0,0,0,0,0,0,0,0,0,0
259,8559,0.349146110056926,0.481973434535104,0.00759013282732448,0.0094876660341556,0,0.00189753320683112,0.00759013282732448,0.0227703984819734,0,0,0,0,0,0.0398481973434535,0.00189753320683112,0,0.00189753320683112,0.00189753320683112,0.00569259962049336,0.0132827324478178,0.00189753320683112,0.00379506641366224,0,0,0,0,0.00759013282732448,0.0170777988614801,0.00379506641366224,0.0170777988614801,0,0.00379506641366224,0,0,0,0,0,0,0,0,0,0
264,8766,0.274952919020716,0.429378531073446,0.0188323917137476,0.00564971751412429,0,0,0,0.0527306967984934,0,0.00376647834274953,0,0,0.00564971751412429,0.112994350282486,0.00376647834274953,0,0,0,0.00941619585687382,0.0169491525423729,0.00188323917137476,0.00753295668549906,0,0.00188323917137476,0,0,0.00564971751412429,0.0131826741996234,0.00376647834274953,0.0131826741996234,0.00564971751412429,0.0131826741996234,0,0,0,0,0,0,0,0,0,0
274,9181,0.15817223198594,0.59402460456942,0.015817223198594,0.0070298769771529,0,0.00175746924428822,0,0.0333919156414763,0,0.0070298769771529,0.00175746924428822,0,0.00527240773286467,0.0685413005272408,0.00351493848857645,0.00527240773286467,0,0,0.0193321616871705,0.0175746924428823,0,0.0193321616871705,0.00175746924428822,0.00351493848857645,0,0,0.00527240773286467,0.0070298769771529,0.00175746924428822,0.0123022847100176,0.00527240773286467,0.00527240773286467,0,0,0,0,0,0,0,0,0,0
279,9388,0.0656660412757974,0.660412757973734,0.0337711069418387,0.0150093808630394,0,0,0,0.048780487804878,0,0,0.00375234521575985,0,0.00187617260787992,0.0619136960600375,0.00562851782363977,0,0,0.00187617260787992,0.0131332082551595,0.0131332082551595,0,0.0131332082551595,0,0.00375234521575985,0,0,0.00562851782363977,0.0131332082551595,0.00938086303939963,0.0075046904315197,0.00375234521575985,0.0187617260787993,0,0,0,0,0,0,0,0,0,0
284,NA,0.0698689956331878,0.700873362445415,0.0338427947598253,0.0131004366812227,0,0.00109170305676856,0,0.0480349344978166,0,0.00109170305676856,0.00109170305676856,0,0.00327510917030568,0.0502183406113537,0.00109170305676856,0,0,0,0.0141921397379913,0.0131004366812227,0.00109170305676856,0.00436681222707424,0,0.00218340611353712,0,0,0.00873362445414847,0.00655021834061135,0.00218340611353712,0.0109170305676856,0.00436681222707424,0.00764192139737991,0,0,0.00109170305676856,0,0,0,0,0,0,0
289,NA,0.0197183098591549,0.63943661971831,0.028169014084507,0,0,0,0.0028169014084507,0.0647887323943662,0,0.0028169014084507,0,0,0,0.0422535211267606,0.00845070422535211,0.0028169014084507,0,0,0.00845070422535211,0.0309859154929577,0.0028169014084507,0.0028169014084507,0,0,0,0,0.0394366197183099,0.0197183098591549,0.0169014084507042,0.0394366197183099,0.0028169014084507,0.0225352112676056,0,0,0.0028169014084507,0,0,0,0,0,0,0
303,NA,0.043421052631579,0.678947368421053,0.0342105263157895,0.00921052631578947,0,0,0,0.0394736842105263,0,0.00131578947368421,0.00131578947368421,0,0.00526315789473684,0.0486842105263158,0.00394736842105263,0,0.00526315789473684,0,0.0223684210526316,0.00921052631578947,0,0.00921052631578947,0,0,0,0,0.0315789473684211,0.0171052631578947,0.00131578947368421,0.0171052631578947,0.00263157894736842,0.0171052631578947,0,0,0,0,0,0.00131578947368421,0,0,0,0
316,NA,0.051660516605166,0.673431734317343,0.03690036900369,0.003690036900369,0,0.0055350553505535,0.003690036900369,0.040590405904059,0,0.0018450184501845,0.0018450184501845,0,0.0018450184501845,0.0701107011070111,0.003690036900369,0,0.0055350553505535,0,0.0092250922509225,0.014760147601476,0.0018450184501845,0.0018450184501845,0,0.007380073800738,0,0,0.011070110701107,0.0092250922509225,0.003690036900369,0.0276752767527675,0.0018450184501845,0.0092250922509225,0,0,0.0018450184501845,0,0,0,0,0,0,0
321,NA,0.0616016427104723,0.638603696098563,0.0390143737166324,0.00410677618069815,0,0.00410677618069815,0.00616016427104723,0.053388090349076,0,0.00205338809034908,0,0,0.00205338809034908,0.0451745379876797,0.00410677618069815,0.00205338809034908,0.00616016427104723,0,0.0102669404517454,0.0123203285420945,0.00205338809034908,0.00616016427104723,0,0.00205338809034908,0,0,0.055441478439425,0.0102669404517454,0,0.0143737166324435,0.00410677618069815,0.00616016427104723,0,0,0.00616016427104723,0,0,0,0,0,0.00205338809034908,0
326,NA,0.0510855683269476,0.588761174968072,0.0510855683269476,0.0217113665389527,0,0,0,0.0727969348659004,0,0,0,0,0.00127713920817369,0.0779054916985951,0.00638569604086846,0.00127713920817369,0.00510855683269476,0,0.0204342273307791,0.0446998722860792,0.00127713920817369,0.00383141762452107,0,0.00255427841634738,0,0,0.0127713920817369,0.0114942528735632,0.00510855683269476,0.0114942528735632,0,0.00893997445721584,0,0,0,0,0,0,0,0,0,0
333,NA,0.0148698884758364,0.682156133828996,0.066914498141264,0.00557620817843866,0,0.00185873605947955,0.00185873605947955,0.0446096654275093,0,0.00185873605947955,0,0,0,0.08364312267658,0.00185873605947955,0,0.00185873605947955,0,0.00929368029739777,0.0148698884758364,0.00185873605947955,0.00557620817843866,0,0,0,0,0.0185873605947955,0.0111524163568773,0.00185873605947955,0.00557620817843866,0.00185873605947955,0.0223048327137546,0,0,0,0,0,0,0,0,0,0
339,NA,0.1,0.526190476190476,0.069047619047619,0.00952380952380952,0,0.00714285714285714,0,0.080952380952381,0.00238095238095238,0,0,0,0.00952380952380952,0.0642857142857143,0.00714285714285714,0,0.00476190476190476,0,0.0380952380952381,0.0261904761904762,0,0.00476190476190476,0,0.00238095238095238,0,0,0.019047619047619,0.00238095238095238,0,0.0119047619047619,0,0.0142857142857143,0,0,0,0,0,0,0,0,0,0
343,NA,0.0155642023346304,0.700389105058366,0.134241245136187,0.00194552529182879,0,0,0,0.0272373540856031,0.00194552529182879,0.00583657587548638,0,0,0,0.0214007782101167,0,0,0.00194552529182879,0,0.0155642023346304,0.0116731517509728,0,0,0,0.00389105058365759,0,0,0.0116731517509728,0.00583657587548638,0.00583657587548638,0.00583657587548638,0.00583657587548638,0.0175097276264591,0,0,0,0,0,0,0,0,0,0.00583657587548638
