"sample.depths","sample.ages","Alnus.incana.type","Ambrosia.type","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.undiff.","Herbs.undiff.","Iva.xanthifolia.type","Picea","Pinus.undiff.","Quercus","Salix","Ulmus","Populus","Poaceae","Acer.saccharum.type","Artemisia","Betula","Carya","Iva.annua.type","Fagus","Fraxinus.pennsylvanica.type","Juglans.cinerea","Liquidambar","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Xanthium","Rhamnaceae.Vitaceae","Thalictrum","Myrica","Rosaceae","Juglans.undiff.","Polygonaceae.undiff.","Rumex","Acer.rubrum","Abies","Alnus.viridis.type","Iva.undiff.","Asteraceae.subf..Cichorioideae","Juglans.nigra","Larix","Plantago","Acer.undiff.","Celtis","Shrubs.undiff.","Ephedra","Sarcobatus.vermiculatus","Nyssa","Castanea"
45.5,72,0.0206185567010309,0.43298969072165,0.0412371134020619,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0103092783505155,0.0309278350515464,0.22680412371134,0.0103092783505155,0.0206185567010309,0.0206185567010309,0.11340206185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,88,0.0091743119266055,0.073394495412844,0.00611620795107034,0,0,0.00611620795107034,0.0122324159021407,0,0,0.00611620795107034,0.00305810397553517,0.0489296636085627,0.571865443425077,0.00611620795107034,0.0397553516819572,0,0.0489296636085627,0.00305810397553517,0.00611620795107034,0.0275229357798165,0.0244648318042813,0.00305810397553517,0.00611620795107034,0.00305810397553517,0.00305810397553517,0.00305810397553517,0.0214067278287462,0.0214067278287462,0.0091743119266055,0.0122324159021407,0.00305810397553517,0.00611620795107034,0.0091743119266055,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,200,0.0143266475644699,0.0171919770773639,0.0143266475644699,0.00573065902578797,0,0.00573065902578797,0,0,0,0.00573065902578797,0.00573065902578797,0.0630372492836676,0.616045845272206,0,0.0429799426934097,0.00859598853868195,0.0372492836676218,0.00573065902578797,0.00573065902578797,0.0286532951289398,0.0143266475644699,0.00286532951289398,0.0229226361031519,0.0143266475644699,0,0,0.0143266475644699,0.0171919770773639,0.00859598853868195,0.00286532951289398,0,0.00859598853868195,0.00573065902578797,0,0,0.00286532951289398,0.00286532951289398,0.00573065902578797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.5,500,0.0159235668789809,0.0605095541401274,0.00955414012738853,0.0127388535031847,0.00636942675159236,0.00318471337579618,0.00318471337579618,0,0.00318471337579618,0.00636942675159236,0.00318471337579618,0.0668789808917197,0.563694267515924,0,0.0191082802547771,0,0.0414012738853503,0,0.00955414012738853,0.035031847133758,0.0254777070063694,0,0.00318471337579618,0.00636942675159236,0.00318471337579618,0,0.0127388535031847,0.0254777070063694,0.0127388535031847,0.0127388535031847,0.00318471337579618,0.0127388535031847,0.0191082802547771,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.5,800,0.00662251655629139,0.0264900662251656,0.00993377483443709,0,0.0033112582781457,0.043046357615894,0.00993377483443709,0,0,0.0033112582781457,0.0033112582781457,0.0662251655629139,0.526490066225166,0,0.0298013245033113,0,0.0397350993377483,0.0264900662251656,0.00993377483443709,0.0364238410596026,0.0298013245033113,0,0.0165562913907285,0,0,0.0033112582781457,0.0033112582781457,0.0364238410596026,0.00993377483443709,0,0.0132450331125828,0.00993377483443709,0.0165562913907285,0.0033112582781457,0,0,0,0,0.0033112582781457,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.5,1100,0.0114503816793893,0.0343511450381679,0.00763358778625954,0.00381679389312977,0.0114503816793893,0.0229007633587786,0.00381679389312977,0,0,0.00763358778625954,0,0.0801526717557252,0.526717557251908,0.00381679389312977,0.0229007633587786,0,0.0572519083969466,0.00381679389312977,0.0190839694656489,0.0458015267175573,0.0190839694656489,0,0.0190839694656489,0,0,0,0.0114503816793893,0.0267175572519084,0.0152671755725191,0.0114503816793893,0,0.00381679389312977,0.0152671755725191,0.00763358778625954,0,0,0,0,0.00381679389312977,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.5,1999,0.024390243902439,0.0146341463414634,0.0146341463414634,0,0,0.0195121951219512,0.0048780487804878,0,0,0,0.0048780487804878,0.0536585365853659,0.595121951219512,0,0.024390243902439,0,0.0536585365853659,0.0048780487804878,0.024390243902439,0.0536585365853659,0.0048780487804878,0,0.0097560975609756,0.0048780487804878,0,0,0.0146341463414634,0.0195121951219512,0,0.0097560975609756,0.0048780487804878,0,0,0.0097560975609756,0,0,0,0,0,0,0,0,0.0097560975609756,0.0048780487804878,0.0097560975609756,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
205.5,2238,0.0102389078498294,0.0170648464163823,0.037542662116041,0,0.00341296928327645,0.0170648464163823,0.0068259385665529,0,0,0.0102389078498294,0.00341296928327645,0.0580204778156997,0.539249146757679,0.0102389078498294,0.0273037542662116,0,0.0750853242320819,0.0102389078498294,0.0238907849829352,0.0409556313993174,0.0170648464163823,0.00341296928327645,0.0068259385665529,0.0068259385665529,0,0,0.0068259385665529,0.0170648464163823,0.0170648464163823,0.0204778156996587,0,0,0.0068259385665529,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0
215.5,2349,0.00982800982800983,0.0122850122850123,0.00737100737100737,0.00245700245700246,0.00245700245700246,0.00737100737100737,0.0122850122850123,0,0,0.0171990171990172,0,0.0540540540540541,0.587223587223587,0.00491400491400491,0.027027027027027,0,0.0958230958230958,0.00491400491400491,0.00982800982800983,0.0368550368550369,0.0122850122850123,0.00491400491400491,0,0.00245700245700246,0.00737100737100737,0,0.0122850122850123,0.0122850122850123,0.0171990171990172,0.00982800982800983,0.00245700245700246,0.00491400491400491,0.0122850122850123,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0.00245700245700246,0,0,0,0,0,0,0
225.5,2460,0.00550964187327824,0.0385674931129477,0.0440771349862259,0,0.00275482093663912,0.00826446280991736,0.0137741046831956,0.00550964187327824,0,0.0495867768595041,0.00550964187327824,0.0578512396694215,0.43801652892562,0.00275482093663912,0.0220385674931129,0.00275482093663912,0.126721763085399,0.00826446280991736,0.0220385674931129,0.0385674931129477,0.0137741046831956,0,0.00275482093663912,0.00826446280991736,0.00275482093663912,0,0.00826446280991736,0.00826446280991736,0.0110192837465565,0.0192837465564738,0.00550964187327824,0,0.0220385674931129,0,0,0.00275482093663912,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0
245.5,2682,0.0166204986149584,0.0332409972299169,0.0277008310249307,0.00831024930747922,0.00277008310249307,0.00831024930747922,0.00277008310249307,0,0.00277008310249307,0.0110803324099723,0.00277008310249307,0.0609418282548476,0.440443213296399,0.00277008310249307,0.038781163434903,0.00554016620498615,0.141274238227147,0.00277008310249307,0.0110803324099723,0.038781163434903,0.0193905817174515,0.00554016620498615,0.00554016620498615,0.00277008310249307,0.00554016620498615,0.00277008310249307,0.00831024930747922,0.0166204986149584,0.0166204986149584,0.0110803324099723,0.00277008310249307,0.00277008310249307,0.0221606648199446,0.00277008310249307,0,0,0,0,0,0,0,0.00277008310249307,0,0.00277008310249307,0,0,0,0,0,0.00554016620498615,0.00277008310249307,0.00277008310249307,0,0,0,0
285.5,3125,0.0194805194805195,0.0162337662337662,0.0194805194805195,0.00324675324675325,0.0064935064935065,0.012987012987013,0.012987012987013,0,0,0.0064935064935065,0,0.0616883116883117,0.503246753246753,0.00324675324675325,0.025974025974026,0,0.100649350649351,0.00974025974025974,0.012987012987013,0.0227272727272727,0.0357142857142857,0,0.00324675324675325,0.00324675324675325,0.0194805194805195,0.00324675324675325,0.0194805194805195,0,0,0.0227272727272727,0.0064935064935065,0,0.0324675324675325,0,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0.00974025974025974,0,0,0,0,0,0.00324675324675325,0,0,0
325.5,3569,0.0168350168350168,0.00673400673400673,0.0168350168350168,0.00336700336700337,0,0.00336700336700337,0.00673400673400673,0,0,0.0471380471380471,0.00336700336700337,0.0673400673400673,0.505050505050505,0.0101010101010101,0.0269360269360269,0,0.117845117845118,0.0168350168350168,0,0.00673400673400673,0.0404040404040404,0,0.0101010101010101,0.00673400673400673,0,0,0.0505050505050505,0.00673400673400673,0.0134680134680135,0,0,0,0.00673400673400673,0,0,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0
365.5,4012,0.00581395348837209,0.0348837209302326,0.063953488372093,0.00872093023255814,0.00581395348837209,0.0290697674418605,0,0,0.00581395348837209,0.0377906976744186,0.00581395348837209,0.0726744186046512,0.36046511627907,0.00581395348837209,0.0377906976744186,0.00290697674418605,0.0930232558139535,0.0174418604651163,0.0290697674418605,0.0116279069767442,0.0174418604651163,0.00581395348837209,0.00290697674418605,0.0145348837209302,0.00872093023255814,0,0.0232558139534884,0.0145348837209302,0.0232558139534884,0.00872093023255814,0,0,0.0261627906976744,0,0.00290697674418605,0,0,0.00581395348837209,0,0,0,0,0,0.00872093023255814,0,0,0,0,0,0,0.00581395348837209,0,0,0.00290697674418605,0,0
405.5,4455,0.00684931506849315,0.0308219178082192,0.0136986301369863,0,0.00342465753424658,0.0136986301369863,0.0102739726027397,0,0.00342465753424658,0.0102739726027397,0.00684931506849315,0.116438356164384,0.496575342465753,0.00684931506849315,0.0547945205479452,0,0.0993150684931507,0.00684931506849315,0,0.0136986301369863,0.00342465753424658,0,0,0.00342465753424658,0,0,0.0102739726027397,0.0136986301369863,0.0205479452054795,0.0136986301369863,0.00342465753424658,0,0.0273972602739726,0,0.00342465753424658,0,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.5,4899,0.0112676056338028,0.0169014084507042,0.0140845070422535,0.0028169014084507,0.0112676056338028,0.0112676056338028,0.00845070422535211,0,0.00563380281690141,0.0112676056338028,0,0.0845070422535211,0.563380281690141,0.00845070422535211,0.0450704225352113,0,0.0788732394366197,0.00563380281690141,0.0197183098591549,0.00563380281690141,0.00563380281690141,0,0,0.0028169014084507,0,0,0.0112676056338028,0.028169014084507,0.00563380281690141,0.00845070422535211,0.0028169014084507,0.0028169014084507,0.00845070422535211,0,0,0,0,0.0028169014084507,0.00845070422535211,0.0028169014084507,0.0028169014084507,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0
485.5,5342,0.00311526479750779,0.043613707165109,0.0685358255451713,0,0.00623052959501558,0.0249221183800623,0.00934579439252336,0,0,0.0311526479750779,0.00623052959501558,0.109034267912773,0.404984423676012,0.00311526479750779,0.0373831775700935,0,0.087227414330218,0.00934579439252336,0.0124610591900312,0.0218068535825545,0,0.00311526479750779,0.0155763239875389,0,0.00311526479750779,0,0.0249221183800623,0.00623052959501558,0.0124610591900312,0.0155763239875389,0.0124610591900312,0,0.0218068535825545,0,0.00311526479750779,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0
505.5,5511,0.00615384615384615,0.0492307692307692,0.0276923076923077,0,0.00615384615384615,0.0153846153846154,0.0153846153846154,0,0,0.00923076923076923,0.00923076923076923,0.107692307692308,0.409230769230769,0.00307692307692308,0.101538461538462,0,0.0707692307692308,0.00307692307692308,0.0369230769230769,0.00615384615384615,0.0184615384615385,0,0.00307692307692308,0,0.00615384615384615,0,0.0153846153846154,0.0246153846153846,0.0153846153846154,0,0.00923076923076923,0,0.0184615384615385,0.00615384615384615,0,0.00307692307692308,0,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545.5,5845,0.00731707317073171,0.0317073170731707,0.0195121951219512,0.0024390243902439,0.0048780487804878,0.0024390243902439,0,0,0,0.0219512195121951,0.00731707317073171,0.139024390243902,0.329268292682927,0.0024390243902439,0.0829268292682927,0.00731707317073171,0.0658536585365854,0.0292682926829268,0.0121951219512195,0.0121951219512195,0.0219512195121951,0.0048780487804878,0.00731707317073171,0,0.00731707317073171,0,0.0585365853658537,0.0365853658536585,0.0146341463414634,0.0317073170731707,0.0121951219512195,0,0.0048780487804878,0,0.0048780487804878,0,0.0024390243902439,0.0048780487804878,0,0.0048780487804878,0.0024390243902439,0,0,0,0,0,0.0024390243902439,0,0,0,0,0,0,0,0,0
565.5,6013,0.00515463917525773,0.0309278350515464,0.0541237113402062,0.00515463917525773,0.00515463917525773,0.0257731958762887,0.0077319587628866,0.00515463917525773,0.0077319587628866,0.0128865979381443,0.0103092783505155,0.0695876288659794,0.384020618556701,0.00515463917525773,0.141752577319588,0,0.0515463917525773,0.0592783505154639,0.00515463917525773,0.00515463917525773,0.00257731958762887,0.00515463917525773,0,0.00515463917525773,0,0,0.0335051546391753,0.0206185567010309,0.0231958762886598,0,0.00257731958762887,0,0.0077319587628866,0,0,0,0,0,0.00257731958762887,0.00257731958762887,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0
605.5,6347,0.00286532951289398,0.0257879656160458,0.0372492836676218,0.00286532951289398,0,0.00859598853868195,0.0114613180515759,0,0,0.00859598853868195,0.00573065902578797,0.100286532951289,0.446991404011461,0.00859598853868195,0.0859598853868195,0,0.0315186246418338,0.0229226361031519,0.0114613180515759,0.00573065902578797,0.0171919770773639,0.00859598853868195,0.00573065902578797,0.00859598853868195,0.00859598853868195,0,0.0286532951289398,0.0315186246418338,0.0315186246418338,0.0114613180515759,0.00573065902578797,0,0.0114613180515759,0,0.00286532951289398,0,0,0,0,0,0,0.00573065902578797,0,0.00286532951289398,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0
645.5,6682,0.003125,0.021875,0.046875,0,0.009375,0.0125,0,0,0,0.009375,0.00625,0.0625,0.38125,0,0.146875,0,0.046875,0.0375,0.01875,0,0.0375,0,0,0.009375,0,0,0.0375,0.01875,0.01875,0.025,0.009375,0,0.015625,0.0125,0,0,0,0,0.009375,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.5,7016,0.00186567164179104,0.042910447761194,0.0149253731343284,0,0.00373134328358209,0.0149253731343284,0.00932835820895522,0,0,0.0242537313432836,0.00186567164179104,0.0522388059701493,0.414179104477612,0.00559701492537313,0.085820895522388,0.00186567164179104,0.0615671641791045,0.0167910447761194,0.0167910447761194,0.0111940298507463,0.0466417910447761,0.0111940298507463,0.00373134328358209,0.00746268656716418,0,0,0.0522388059701493,0.0149253731343284,0.0111940298507463,0.0186567164179104,0.0205223880597015,0,0.00932835820895522,0,0.00559701492537313,0,0,0.00373134328358209,0,0,0,0,0,0,0,0,0.00373134328358209,0.00186567164179104,0,0,0.00559701492537313,0,0,0.00373134328358209,0,0
745.5,7518,0,0.037037037037037,0.0284900284900285,0.0056980056980057,0.0056980056980057,0.0142450142450142,0.0056980056980057,0,0.00854700854700855,0.0199430199430199,0.0113960113960114,0.128205128205128,0.287749287749288,0.0056980056980057,0.0911680911680912,0,0.105413105413105,0.0170940170940171,0.0199430199430199,0.00284900284900285,0.0142450142450142,0.0113960113960114,0,0,0,0.00284900284900285,0.0199430199430199,0.0484330484330484,0.0427350427350427,0.00854700854700855,0.0113960113960114,0.00284900284900285,0.0113960113960114,0,0.00284900284900285,0,0,0.00284900284900285,0,0.00284900284900285,0,0,0.00854700854700855,0,0,0,0.0113960113960114,0,0,0,0,0,0,0.00284900284900285,0,0
785.5,7852,0,0.0327455919395466,0.0327455919395466,0.00251889168765743,0,0.0478589420654912,0.00251889168765743,0,0.0075566750629723,0.0226700251889169,0.0201511335012594,0.115869017632242,0.254408060453401,0,0.113350125944584,0.0075566750629723,0.0554156171284635,0.017632241813602,0.0151133501259446,0.0125944584382872,0.0201511335012594,0,0,0.00251889168765743,0.00251889168765743,0,0.035264483627204,0.0629722921914358,0.035264483627204,0.0125944584382872,0.0075566750629723,0,0.017632241813602,0,0.0075566750629723,0.0075566750629723,0,0,0,0.00251889168765743,0.00251889168765743,0.00251889168765743,0.00251889168765743,0,0,0,0.00503778337531486,0.00251889168765743,0,0.00251889168765743,0,0,0,0.00251889168765743,0.00503778337531486,0
825.5,8187,0.0077319587628866,0.0283505154639175,0.0309278350515464,0,0.00257731958762887,0.0154639175257732,0.0154639175257732,0,0.00257731958762887,0.0335051546391753,0.0231958762886598,0.164948453608247,0.252577319587629,0.0077319587628866,0.134020618556701,0.00257731958762887,0.0438144329896907,0,0.0154639175257732,0.0154639175257732,0.0180412371134021,0.00257731958762887,0,0,0,0,0.0489690721649485,0.0438144329896907,0.0257731958762887,0.0077319587628866,0.0103092783505155,0,0.0180412371134021,0,0,0,0,0,0.0077319587628866,0.00257731958762887,0,0,0.00257731958762887,0,0,0,0,0,0,0.0154639175257732,0,0,0,0,0,0
845.5,8800,0.00636942675159236,0.0424628450106157,0.0233545647558386,0,0.00424628450106157,0.0467091295116773,0.0148619957537155,0,0,0.00424628450106157,0.0360934182590234,0.191082802547771,0.201698513800425,0.0127388535031847,0.0679405520169851,0.00212314225053079,0.0552016985138004,0.00424628450106157,0.0254777070063694,0.0382165605095541,0.0148619957537155,0.0106157112526539,0,0,0,0.00212314225053079,0.0382165605095541,0.0721868365180467,0.0467091295116773,0.00424628450106157,0.00849256900212314,0,0.00849256900212314,0,0.00212314225053079,0,0,0,0,0,0,0,0.00636942675159236,0.00424628450106157,0,0,0,0,0,0,0,0,0.00212314225053079,0.00212314225053079,0,0
865.5,9544,0.00754716981132075,0.030188679245283,0.00754716981132075,0,0.00754716981132075,0.0113207547169811,0.0415094339622641,0,0.00377358490566038,0.0150943396226415,0.0377358490566038,0.162264150943396,0.218867924528302,0.00377358490566038,0.124528301886792,0,0.0377358490566038,0.0113207547169811,0.0113207547169811,0.030188679245283,0.00754716981132075,0.00377358490566038,0.00377358490566038,0,0,0,0.0339622641509434,0.060377358490566,0.060377358490566,0.00754716981132075,0.0113207547169811,0,0.0113207547169811,0,0,0,0,0.00377358490566038,0,0,0,0,0.0188679245283019,0,0,0,0.00754716981132075,0.00377358490566038,0,0,0,0,0,0,0,0.00377358490566038
885.5,10287,0.0114068441064639,0.00760456273764259,0.0114068441064639,0.00380228136882129,0,0.0114068441064639,0.0380228136882129,0,0,0.00760456273764259,0.091254752851711,0.159695817490494,0.197718631178707,0.00380228136882129,0.133079847908745,0,0.0418250950570342,0.0456273764258555,0.0190114068441065,0.0380228136882129,0.00760456273764259,0,0,0.00760456273764259,0.00380228136882129,0,0.026615969581749,0.0684410646387833,0.00760456273764259,0.00760456273764259,0.0190114068441065,0,0.00380228136882129,0,0,0,0,0,0,0,0,0.00380228136882129,0.0190114068441065,0,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0
905.5,11030,0.00586510263929619,0.0146627565982405,0.0146627565982405,0,0.00293255131964809,0.00293255131964809,0.0557184750733138,0,0.00293255131964809,0.00879765395894428,0.108504398826979,0.111436950146628,0.225806451612903,0.00586510263929619,0.111436950146628,0.00293255131964809,0.0557184750733138,0.0439882697947214,0.0175953079178886,0.0263929618768328,0.0175953079178886,0,0,0.00293255131964809,0.00293255131964809,0,0.0586510263929619,0.0586510263929619,0.00586510263929619,0,0.0117302052785924,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0,0.0117302052785924,0,0,0,0,0.00293255131964809,0,0,0,0,0,0.00293255131964809,0,0
925.5,11774,0,0.0376569037656904,0.00836820083682008,0,0,0.00836820083682008,0.0292887029288703,0,0.00836820083682008,0.0125523012552301,0.0711297071129707,0.112970711297071,0.221757322175732,0,0.146443514644351,0,0.0292887029288703,0.0334728033472803,0.0125523012552301,0.0251046025104603,0.0251046025104603,0.00418410041841004,0.00418410041841004,0.00836820083682008,0.00418410041841004,0,0.0627615062761506,0.0753138075313808,0.0125523012552301,0.00836820083682008,0.0125523012552301,0,0,0,0,0.00418410041841004,0,0.00418410041841004,0,0,0,0,0.0125523012552301,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0
945.5,12517,0.00408163265306122,0.0122448979591837,0.0204081632653061,0,0.00408163265306122,0.00408163265306122,0.0326530612244898,0,0.00408163265306122,0.00408163265306122,0.0938775510204082,0.0897959183673469,0.228571428571429,0.00408163265306122,0.179591836734694,0,0.0204081632653061,0.0326530612244898,0.0163265306122449,0.0326530612244898,0.0204081632653061,0.00408163265306122,0,0,0,0,0.073469387755102,0.0448979591836735,0.00816326530612245,0.0122448979591837,0.0204081632653061,0,0,0,0,0,0,0,0.0163265306122449,0,0,0,0.0122448979591837,0,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0
955.5,12888,0.00418410041841004,0.0167364016736402,0.0125523012552301,0.0125523012552301,0,0.0209205020920502,0.0460251046025105,0,0,0.00836820083682008,0.0794979079497908,0.125523012552301,0.238493723849372,0.00418410041841004,0.121338912133891,0,0.0376569037656904,0.0418410041841004,0.0251046025104603,0.00418410041841004,0.00836820083682008,0,0.00418410041841004,0,0.00418410041841004,0,0.0711297071129707,0.0711297071129707,0.0167364016736402,0,0.00836820083682008,0,0.0125523012552301,0,0,0,0,0,0,0,0,0,0.00418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0
965.5,13260,0,0.0150375939849624,0,0,0,0.037593984962406,0.0451127819548872,0,0,0,0.165413533834586,0.0827067669172932,0.165413533834586,0.0150375939849624,0.0977443609022556,0,0.0902255639097744,0.0225563909774436,0.0526315789473684,0.0225563909774436,0.0075187969924812,0.0075187969924812,0,0,0.0075187969924812,0,0.0827067669172932,0.0300751879699248,0.0150375939849624,0,0.0075187969924812,0,0,0,0,0,0,0.0075187969924812,0,0.0075187969924812,0.0075187969924812,0,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0
