"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Myrica","Populus.balsamifera","Betula","Amaranthaceae.undiff.","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Poaceae","Brassicaceae","Sarcobatus.vermiculatus","Iva.annua","Iva.xanthifolia","Cornus.sericea","Fraxinus.pennsylvanica","Fabaceae.undiff.","Caryophyllaceae","Acer.rubrum","Vitis","Potentilla","Tilia","Lamiaceae","Castanea","Juglans.cinerea","Thalictrum","Acer.saccharum","Carya","Shepherdia.canadensis","Humulus","Polygalaceae","Apiaceae","Cornus.undiff.","Ranunculus","Elaeagnus","Urtica.type","Ephedra.torreyana.type","Dalea","Dryas","Saxifraga"
270,3575,0.0731225296442688,0.0355731225296443,0.0316205533596838,0.00197628458498024,0.0138339920948617,0.00592885375494071,0.00395256916996047,0.0375494071146245,0.00197628458498024,0.00197628458498024,0.0316205533596838,0.00197628458498024,0.24703557312253,0.120553359683794,0.0434782608695652,0.33596837944664,0.00395256916996047,0.00197628458498024,0.00592885375494071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5045,0.0244821092278719,0.0790960451977401,0.0244821092278719,0.00188323917137476,0.00941619585687382,0.00376647834274953,0.00753295668549906,0.0169491525423729,0,0.00376647834274953,0.0188323917137476,0,0.0772128060263653,0.12241054613936,0.064030131826742,0.404896421845574,0.00564971751412429,0.00188323917137476,0,0.111111111111111,0.00376647834274953,0.00376647834274953,0.00564971751412429,0.00188323917137476,0.00188323917137476,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5360,0.0199275362318841,0.0344202898550725,0.0199275362318841,0.00905797101449275,0.0108695652173913,0.0036231884057971,0.0036231884057971,0.0072463768115942,0,0.00181159420289855,0.016304347826087,0,0.108695652173913,0.13768115942029,0.0706521739130435,0.431159420289855,0.0072463768115942,0,0.0036231884057971,0.0960144927536232,0.00181159420289855,0.0036231884057971,0,0,0.00181159420289855,0.0072463768115942,0.0036231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,5675,0.0409356725146199,0.0350877192982456,0.0311890838206628,0,0.0116959064327485,0.00779727095516569,0.00584795321637427,0.00584795321637427,0,0.00389863547758285,0.00779727095516569,0,0.0448343079922027,0.0721247563352826,0.0760233918128655,0.559454191033138,0.00194931773879142,0.00584795321637427,0,0.0740740740740741,0.00389863547758285,0.00194931773879142,0,0.00194931773879142,0,0.00584795321637427,0.00194931773879142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,5990,0.024390243902439,0.024390243902439,0.0182926829268293,0.00304878048780488,0.00457317073170732,0.00457317073170732,0.00457317073170732,0.0076219512195122,0,0.00914634146341463,0.0106707317073171,0.00152439024390244,0.0365853658536585,0.097560975609756,0.128048780487805,0.483231707317073,0.0076219512195122,0.00457317073170732,0.00304878048780488,0.109756097560976,0.00152439024390244,0.00152439024390244,0.00152439024390244,0.00609756097560976,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6346,0.0236593059936909,0.0173501577287066,0.00788643533123028,0.0110410094637224,0.00473186119873817,0.00315457413249211,0.00630914826498423,0.00315457413249211,0,0.00630914826498423,0.00315457413249211,0.00630914826498423,0.0236593059936909,0.083596214511041,0.162460567823344,0.547318611987382,0.0110410094637224,0.00157728706624606,0.00315457413249211,0.056782334384858,0.00157728706624606,0,0.00157728706624606,0.00157728706624606,0,0.00315457413249211,0,0.00157728706624606,0.00157728706624606,0.00315457413249211,0.00157728706624606,0.00157728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,6905,0.0299295774647887,0.0369718309859155,0.0264084507042254,0.00880281690140845,0.0140845070422535,0.00528169014084507,0.00352112676056338,0.0158450704225352,0,0.00880281690140845,0.00528169014084507,0.00704225352112676,0.0563380281690141,0.0757042253521127,0.105633802816901,0.445422535211268,0.00880281690140845,0.00880281690140845,0.00528169014084507,0.11443661971831,0.00528169014084507,0.00176056338028169,0.00176056338028169,0.00176056338028169,0,0.00528169014084507,0,0,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7278,0.0369515011547344,0.0854503464203233,0.023094688221709,0.0092378752886836,0.0115473441108545,0.0046189376443418,0,0.0092378752886836,0,0.0023094688221709,0.0161662817551963,0.0023094688221709,0.0554272517321016,0.258660508083141,0.0762124711316397,0.244803695150115,0.0092378752886836,0.0069284064665127,0,0.120092378752887,0.0046189376443418,0.0023094688221709,0.0023094688221709,0.0069284064665127,0,0.0092378752886836,0,0,0,0,0,0,0,0.0023094688221709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,7464,0.0466926070038911,0.0194552529182879,0.00778210116731518,0,0.00389105058365759,0.00583657587548638,0.00389105058365759,0.00583657587548638,0,0.00389105058365759,0.0116731517509728,0,0.126459143968872,0.190661478599222,0.0486381322957198,0.321011673151751,0.00389105058365759,0.0136186770428016,0.00194552529182879,0.155642023346304,0.00972762645914397,0.00194552529182879,0,0.00389105058365759,0,0.0116731517509728,0.00194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,7782,0.0413080895008606,0.0206540447504303,0.00344234079173838,0,0.00344234079173838,0.00172117039586919,0,0.00516351118760757,0,0.0103270223752151,0.0137693631669535,0.00516351118760757,0.132530120481928,0.275387263339071,0.0378657487091222,0.246127366609294,0.00860585197934595,0,0,0.173838209982788,0,0.00172117039586919,0.00172117039586919,0.00516351118760757,0,0.00688468158347676,0,0,0,0,0,0,0,0,0.00172117039586919,0.00172117039586919,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8081,0.0119402985074627,0.0388059701492537,0.0119402985074627,0.0104477611940299,0.0223880597014925,0.00746268656716418,0.0104477611940299,0.0119402985074627,0,0.0283582089552239,0.00746268656716418,0,0.0641791044776119,0.386567164179104,0.0134328358208955,0,0.0119402985074627,0,0.00746268656716418,0.314925373134328,0.00597014925373134,0.00149253731343284,0.00149253731343284,0.0149253731343284,0,0.00746268656716418,0,0.00298507462686567,0.00149253731343284,0,0,0,0,0,0,0.00149253731343284,0,0.00149253731343284,0.00149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,8380,0.0282186948853616,0.0599647266313933,0.017636684303351,0.0123456790123457,0.0211640211640212,0.00705467372134039,0.0158730158730159,0.0194003527336861,0,0.0141093474426808,0.00529100529100529,0.00352733686067019,0.0511463844797178,0,0.0194003527336861,0.492063492063492,0.00352733686067019,0,0.00705467372134039,0.171075837742504,0.0158730158730159,0.00352733686067019,0.00529100529100529,0.00352733686067019,0,0.0105820105820106,0.0017636684303351,0.0017636684303351,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0.0017636684303351,0.0017636684303351,0.0017636684303351,0.0017636684303351,0,0,0,0,0,0,0,0,0,0,0,0,0
470,8679,0.00740740740740741,0.0281481481481481,0.00888888888888889,0.00888888888888889,0.0177777777777778,0.00444444444444444,0.0222222222222222,0.0133333333333333,0,0.0118518518518519,0.00888888888888889,0,0.0444444444444444,0.528888888888889,0.00444444444444444,0,0.00444444444444444,0.00296296296296296,0.0118518518518519,0.234074074074074,0.0103703703703704,0.00444444444444444,0.00444444444444444,0.00148148148148148,0,0.0118518518518519,0,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,8978,0.0175438596491228,0.0409356725146199,0.0219298245614035,0.0043859649122807,0.0277777777777778,0.00730994152046784,0.0219298245614035,0.00584795321637427,0,0,0.0160818713450292,0.00146198830409357,0.0584795321637427,0.505847953216374,0.00292397660818713,0,0.0043859649122807,0.00292397660818713,0.00730994152046784,0.20906432748538,0.0116959064327485,0.00584795321637427,0.00292397660818713,0.00146198830409357,0,0.0160818713450292,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0,0,0.00146198830409357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,9276,0.0161616161616162,0.0343434343434343,0.0646464646464646,0.0242424242424242,0.0323232323232323,0.00202020202020202,0.0121212121212121,0.00808080808080808,0,0.00404040404040404,0.00808080808080808,0,0.133333333333333,0.375757575757576,0.00404040404040404,0,0.00202020202020202,0.00202020202020202,0.00202020202020202,0.232323232323232,0.0101010101010101,0.00404040404040404,0.00606060606060606,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0,0,0,0,0,0
497,9486,0.00122549019607843,0.0134803921568627,0.053921568627451,0.00490196078431373,0.0134803921568627,0.00122549019607843,0.0147058823529412,0.0134803921568627,0,0.00122549019607843,0.0208333333333333,0.00245098039215686,0.133578431372549,0.382352941176471,0.00245098039215686,0,0.00735294117647059,0.00367647058823529,0.00735294117647059,0.297794117647059,0.00980392156862745,0.00367647058823529,0.00367647058823529,0.00122549019607843,0,0.00122549019607843,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122549019607843,0,0,0.00122549019607843,0,0,0,0,0,0,0,0,0,0
502,9635,0.0312035661218425,0.0312035661218425,0.0594353640416048,0,0.0222882615156018,0,0.0074294205052006,0.00891530460624071,0,0.00594353640416048,0.0163447251114413,0.00297176820208024,0.0906389301634472,0,0,0.439821693907875,0.0074294205052006,0.00297176820208024,0.00148588410104012,0.242199108469539,0.00297176820208024,0.00445765230312036,0.00594353640416048,0.00148588410104012,0,0.011887072808321,0,0,0,0,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0,0
505,9725,0,0.0198412698412698,0.0496031746031746,0.00396825396825397,0.0119047619047619,0.00198412698412698,0.0178571428571429,0.0218253968253968,0,0.00198412698412698,0.0119047619047619,0.00198412698412698,0.162698412698413,0,0,0.353174603174603,0.00198412698412698,0,0.00793650793650794,0.283730158730159,0.00793650793650794,0.00992063492063492,0.00396825396825397,0.00595238095238095,0,0.0158730158730159,0,0,0.00198412698412698,0,0,0,0,0.00198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,9874,0,0.0323574730354391,0.0708782742681048,0.00924499229583975,0.0169491525423729,0.00154083204930663,0.0138674884437596,0.0215716486902928,0,0.00462249614791988,0.0107858243451464,0.00154083204930663,0.12788906009245,0,0,0.351309707241911,0.0061633281972265,0,0.00924499229583975,0.249614791987673,0.0231124807395994,0.00924499229583975,0.0215716486902928,0.0061633281972265,0,0.0107858243451464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154083204930663,0,0,0,0,0,0,0,0,0
515,10024,0,0.0265486725663717,0.0914454277286136,0.00294985250737463,0.0162241887905605,0.00147492625368732,0.0117994100294985,0.0088495575221239,0,0.00294985250737463,0.0191740412979351,0.00442477876106195,0.146017699115044,0,0,0.442477876106195,0.00294985250737463,0,0.00442477876106195,0.184365781710914,0.0103244837758112,0.00442477876106195,0.0117994100294985,0.00442477876106195,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,10173,0,0.0226928895612708,0.0605143721633888,0.0136157337367625,0.0287443267776097,0.00302571860816944,0.0166414523449319,0.0121028744326778,0,0.00453857791225416,0.027231467473525,0.00605143721633888,0.152798789712557,0,0,0.467473524962179,0.00453857791225416,0,0.00605143721633888,0.124054462934947,0.010590015128593,0.00453857791225416,0.0151285930408472,0.00605143721633888,0,0.010590015128593,0,0.00151285930408472,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,10323,0.00391389432485323,0.0273972602739726,0.0939334637964775,0.0293542074363992,0.0391389432485323,0.0234833659491194,0.0117416829745597,0.00587084148727984,0,0.00195694716242661,0.0156555772994129,0.00391389432485323,0.146771037181996,0,0,0.293542074363992,0.00978473581213307,0,0,0.223091976516634,0.0313111545988258,0.00195694716242661,0.00782778864970646,0.00782778864970646,0,0.0117416829745597,0,0.00391389432485323,0.00391389432485323,0,0,0,0,0.00195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,10622,0.00218340611353712,0.0131004366812227,0.0196506550218341,0.00436681222707424,0.0305676855895196,0.0327510917030568,0.00873362445414847,0.00218340611353712,0,0,0.0109170305676856,0.00873362445414847,0.109170305676856,0,0,0.347161572052402,0.0152838427947598,0.00218340611353712,0,0.338427947598253,0.0174672489082969,0,0.00436681222707424,0.0174672489082969,0,0.00873362445414847,0,0,0.00218340611353712,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0
540,10771,0.00471698113207547,0.00471698113207547,0,0.0110062893081761,0.0251572327044025,0,0.0330188679245283,0.0141509433962264,0,0.00314465408805031,0.00943396226415094,0.00943396226415094,0.135220125786164,0,0,0.60062893081761,0.00628930817610063,0.00157232704402516,0.00471698113207547,0.089622641509434,0.00314465408805031,0.00628930817610063,0.0110062893081761,0.00786163522012579,0.00157232704402516,0.00628930817610063,0,0.00157232704402516,0.00471698113207547,0,0,0,0,0.00157232704402516,0,0,0,0,0,0.00157232704402516,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,10921,0,0.00488599348534202,0.00162866449511401,0.00488599348534202,0.0407166123778502,0.00488599348534202,0.0276872964169381,0.00488599348534202,0,0.011400651465798,0.0309446254071661,0.00814332247557003,0.184039087947883,0,0,0.416938110749186,0.0130293159609121,0.00162866449511401,0.00651465798045603,0.162866449511401,0.00977198697068404,0.0130293159609121,0.0162866449511401,0.0146579804560261,0,0.00977198697068404,0,0.00325732899022801,0.00488599348534202,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0
550,11070,0,0.00153139356814701,0.00459418070444104,0.00306278713629403,0.0535987748851455,0.00918836140888208,0.0367534456355283,0.0260336906584992,0,0.0153139356814701,0.0382848392036753,0.0122511485451761,0.232771822358346,0,0,0.246554364471669,0.0260336906584992,0.00153139356814701,0.0168453292496172,0.154670750382848,0.0122511485451761,0.00918836140888208,0.0107197549770291,0.0336906584992343,0,0.0336906584992343,0,0.00306278713629403,0.00153139356814701,0.00153139356814701,0,0,0,0,0,0,0,0,0,0,0.00153139356814701,0.00153139356814701,0.00153139356814701,0.00153139356814701,0.00153139356814701,0.00153139356814701,0,0,0.00153139356814701,0.00459418070444104,0,0,0,0,0,0
555,NA,0,0.00162337662337662,0.00487012987012987,0.012987012987013,0.0584415584415584,0.00324675324675325,0.0405844155844156,0.0633116883116883,0,0.0162337662337662,0.0243506493506494,0.0162337662337662,0.251623376623377,0,0,0.199675324675325,0.0275974025974026,0.00324675324675325,0.0438311688311688,0.0584415584415584,0.0308441558441558,0.012987012987013,0.0162337662337662,0.0503246753246753,0,0.0308441558441558,0,0.00324675324675325,0.00811688311688312,0,0,0,0,0,0,0,0,0,0,0,0,0.00487012987012987,0.00324675324675325,0.00162337662337662,0.0064935064935065,0.00162337662337662,0,0,0,0,0.00162337662337662,0.00162337662337662,0,0,0,0
560,NA,0,0.00191570881226054,0.00383141762452107,0.00383141762452107,0.0478927203065134,0.00383141762452107,0.0478927203065134,0.0862068965517241,0,0.0114942528735632,0.0210727969348659,0.00383141762452107,0.160919540229885,0,0,0.293103448275862,0.0229885057471264,0.00191570881226054,0.0383141762452107,0.0498084291187739,0.0344827586206897,0.0268199233716475,0.0210727969348659,0.0459770114942529,0,0.0421455938697318,0,0.00191570881226054,0.00191570881226054,0.00191570881226054,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0.00191570881226054,0.00957854406130268,0.00191570881226054,0,0,0,0.00191570881226054,0,0.00191570881226054,0.00191570881226054,0.00191570881226054,0.00191570881226054,0
565,NA,0,0.00206611570247934,0.00826446280991736,0.00826446280991736,0.0888429752066116,0.00413223140495868,0.0392561983471074,0.0640495867768595,0,0.00413223140495868,0.00619834710743802,0.012396694214876,0.15495867768595,0,0,0.382231404958678,0.0144628099173554,0,0.0185950413223141,0.00826446280991736,0.0227272727272727,0.0227272727272727,0.0144628099173554,0.0454545454545455,0,0.0351239669421488,0,0.00206611570247934,0.0103305785123967,0.00826446280991736,0,0.00206611570247934,0,0.00206611570247934,0,0,0,0,0,0.00206611570247934,0.00206611570247934,0,0.00206611570247934,0.00413223140495868,0.00206611570247934,0.00206611570247934,0,0,0,0,0.00206611570247934,0,0,0,0,0.00206611570247934
585,NA,0.0025974025974026,0.00779220779220779,0.012987012987013,0.0181818181818182,0.090909090909091,0.012987012987013,0.0649350649350649,0.0545454545454545,0,0.0207792207792208,0,0.0181818181818182,0.101298701298701,0,0,0.296103896103896,0.0103896103896104,0,0.00779220779220779,0.038961038961039,0.0311688311688312,0.025974025974026,0.0337662337662338,0.0675324675324675,0,0.0441558441558442,0,0.0025974025974026,0.00519480519480519,0.00779220779220779,0,0,0,0.0025974025974026,0,0,0,0.0025974025974026,0,0,0.00519480519480519,0,0,0,0.0025974025974026,0.00519480519480519,0.0025974025974026,0,0,0,0,0.0025974025974026,0,0,0,0
605,NA,0,0.0045766590389016,0.0045766590389016,0.0160183066361556,0.0892448512585812,0.0022883295194508,0.0366132723112128,0.0389016018306636,0,0.0160183066361556,0.0022883295194508,0.0205949656750572,0.0961098398169336,0,0,0.350114416475973,0.0366132723112128,0,0.011441647597254,0.011441647597254,0.0366132723112128,0.0297482837528604,0.0503432494279176,0.0869565217391304,0,0.034324942791762,0,0,0.0068649885583524,0.0045766590389016,0,0.0022883295194508,0,0.0022883295194508,0,0,0,0,0,0,0,0,0,0,0.0045766590389016,0,0,0,0,0,0,0.0045766590389016,0,0,0,0
625,NA,0,0,0.0087719298245614,0.00657894736842105,0.0723684210526316,0.0043859649122807,0.0307017543859649,0.0723684210526316,0,0.0263157894736842,0.00219298245614035,0.00657894736842105,0.151315789473684,0,0,0.326754385964912,0.0416666666666667,0.00219298245614035,0.0087719298245614,0.0219298245614035,0.0109649122807018,0.0153508771929825,0.0131578947368421,0.140350877192982,0,0.0131578947368421,0,0,0.00219298245614035,0,0,0,0.0043859649122807,0,0,0,0,0,0,0,0,0.00657894736842105,0.00219298245614035,0.00219298245614035,0,0.00219298245614035,0,0,0,0,0,0,0,0,0.0043859649122807,0
